"Description (English)","Description (français)","GSIN Description (English)","Description du NIBS (français)","GSIN Code/Code NIBS","Vendor Legal Name/Dénomination sociale du fournisseur","Vendor Operating Name/Nom commercial du fournisseur","End User","Utilisateur final","Start Date/Date de début","End Date/Date de fin","Delivery Point Code/Code du point de livraison","Delivery Point (English)","Point de livraison (français)","Agreement Type (English)","Type d'accord (français)","Standing Offer Number/Numéro d'accord"
COMPUTERS,ORDINATEURS,"General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"Telecom Computer Inc.","Telecom Computer Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-02-03,2014-03-31,NA,National,Nationale,NMSO,OCPN,E60EJ-11000C/020/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"EMC CORPORATION OF CANADA","EMC CORPORATION OF CANADA","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/001/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"Hewlett-Packard (Canada) Co. Hewlett-Packard (Canada) Cie","Hewlett-Packard (Canada) Co. Hewlett-Packard (Canada) Cie","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/002/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"Hitachi Data Systems Inc.","Hitachi Data Systems Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/003/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"IBM Canada Ltd.","IBM Canada Ltd.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/004/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"NetApp Canada, Ltd","NetApp Canada, Ltd","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/005/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"Open Storage Solutions, Inc.","Open Storage Solutions, Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/006/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"QUANTUM CORPORATION","QUANTUM CORPORATION","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/007/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"Storageflex Inc.","Storageflex Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/008/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"LENOVO (Canada) Inc.","LENOVO (Canada) Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/009/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"Symantec Corporation","Symantec Corporation","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/010/EJ
"MASS STORAGE SYSTEMS","MÉMOIRE DE GRANDE CAPACITÉ","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7010,"Isilon Systems LLC","Isilon Systems LLC","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-09-15,2100-01-01,NA,National,Nationale,NMSO,OCPN,E60EJ-11000S/011/EJ
"PLUMBING SUPPLIES","FOURNITURES DE PLOMBERIE","Plumbing, Heating, and Sanitation Equipment","Équipement de plomberie, de chauffage et d'hygiène",N4510,"Crane Canada Inc. / Crane Supply Division","Crane Supply","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-08,2013-07-07,NC,"National Capital Region","Region de Capitale Nationale",RMSO,OCPR,E60HL-110008/001/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Imperial Oil Limited, McColl-Frontenac Petroleum","Imperial Oil","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/001/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Avjet Holding inc",Avjet,"Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/002/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Chevron Canada Limited","Chevron Canada Limited","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/003/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Shell Canada Products Limited","Shell Canada Products","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/004/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Valley Oil Ltd","Aviation Refueling Services","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/005/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Flight Fuels Inc.","Flight Fuels Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/006/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Executive Flight Centre Fuel Services Ltd,","Executive Flight Centre Fuel Services Ltd,","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/007/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"PetroValue Products Canada Inc.","PetroValue Products Canada Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/008/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Gra Ham Energy Limited","Gra Ham Energy Limited","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/009/HL
"Bulk Aviation Fuel","Carburant aviation en vrac","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Irving Oil Commercial GP","Irving Oil Commercial GP","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2011-07-01,2013-03-31,NA,National,Nationale,NMSO,OCPN,E60HL-110052/010/HL
"PLANE AVIATION FUELS","Combustible d'aviation pour l'avion","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Imperial Oil","Imperial Oil","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-01,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/001/HL
"PLANE AVIATION FUELS","Combustible d'aviation pour l'avion","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Shell Canada Products Limited","Shell Canada Products","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-01,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/002/HL
"PLANE AVIATION FUELS","Combustible d'aviation pour l'avion","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Woodward's Oil Ltd.","Woodward's Oil Ltd.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-01,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/003/HL
"PLANE AVIATION FUELS","Combustible d'aviation pour l'avion","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"EPIC Aviation Canda, Inc.","EPIC Aviation Canda, Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-01,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/004/HL
"PLANE AVIATION FUELS","Combustible d'aviation pour l'avion","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Executive Flight Centre Fuel Services Ltd,","Executive Flight Centre Fuel Services Ltd,","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-01,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/005/HL
"PLANE AVIATION FUELS","Combustible d'aviation pour l'avion","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Irving Oil Commercial GP","Irving Oil Commercial GP","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-01,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/006/HL
"PLANE AVIATION FUELS","Combustible d'aviation pour l'avion","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Avjet Holding inc",Avjet,"Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-01,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/007/HL
"PLANE AVIATION FUELS","Combustible d'aviation pour l'avion","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Apron Fuel Services Inc","Apron Fuel Services Inc","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-01,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/008/HL
"PLANE AVIATION FUELS","Carburant d'aviation","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"NORTH 60 PETRO LTD","North 60Â° Petro Ltd.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-14,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/009/HL
"PLANE AVIATION FUELS","Carburant d'aviation","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"7328010 Canada Ltd","Exchange Petroleum","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-06-26,2014-05-31,NA,National,Nationale,NMSO,OCPN,E60HL-120050/010/HL
"HEATING FUEL, AVIATION TURBINE FUEL","COMBUSTIBLE DE CHAUFFAGE, COMBUSTIBLE DE TURBINE D'AVIATION","Fuels, Lubricants, Oils and Waxes","Carburants, lubrifiants, huiles et cires",N9130E,"Uqsuq Corporation","Uqsuq Coporation","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-08-01,2015-07-31,NU,Nunavut,Nunavut,RMSO,OCPR,E60HL-125000/001/HL
"ELECTRICAL PRODUCTS","PRODUITS ÉLECTRIQUES","Electrical and Electronic Equipment Components","Composants d'équipement électrique et électronique",N5975,"Wesco Distribution Canada LP","Wesco Distribution Canada LP","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2010-04-01,2013-03-31,NC,"National Capital Region","Region de Capitale Nationale",SA,AMA,E60HN-09ELEC/001/HN
"ELECTRICAL PRODUCTS","PRODUITS ÉLECTRIQUES","Electrical and Electronic Equipment Components","Composants d'équipement électrique et électronique",N5975,"Wesco Distribution Canada LP","Wesco Distribution Canada LP","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2010-04-01,2013-03-31,ON,Ontario,Ontario,SA,AMA,E60HN-09ELEC/001/HN
"ELECTRICAL PRODUCTS","PRODUITS ÉLECTRIQUES","Electrical and Electronic Equipment Components","Composants d'équipement électrique et électronique",N5975,"FUTURE ELECTRONICS INC","FUTURE ELECTRONICS INC","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2010-04-01,2013-03-31,NC,"National Capital Region","Region de Capitale Nationale",SA,AMA,E60HN-09ELEC/002/HN
"ELECTRICAL PRODUCTS","PRODUITS ÉLECTRIQUES","Electrical and Electronic Equipment Components","Composants d'équipement électrique et électronique",N5975,"FUTURE ELECTRONICS INC","FUTURE ELECTRONICS INC","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2010-04-01,2013-03-31,ON,Ontario,Ontario,SA,AMA,E60HN-09ELEC/002/HN
"ELECTRICAL PRODUCTS","PRODUITS ÉLECTRIQUES","Electrical and Electronic Equipment Components","Composants d'équipement électrique et électronique",N5975,"Anixter Canada Inc.","Anixter Canada Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2010-04-01,2013-03-31,NC,"National Capital Region","Region de Capitale Nationale",SA,AMA,E60HN-09ELEC/003/HN
"ELECTRICAL PRODUCTS","PRODUITS ÉLECTRIQUES","Electrical and Electronic Equipment Components","Composants d'équipement électrique et électronique",N5975,"Anixter Canada Inc.","Anixter Canada Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2010-04-01,2013-03-31,ON,Ontario,Ontario,SA,AMA,E60HN-09ELEC/003/HN
"ELECTRICAL PRODUCTS","PRODUITS ÉLECTRIQUES","Electrical and Electronic Equipment Components","Composants d'équipement électrique et électronique",N5975,"Gimpel Electric Supply Limited","Gimpel Electric Supply Ltd","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2010-04-01,2013-03-31,NC,"National Capital Region","Region de Capitale Nationale",SA,AMA,E60HN-09ELEC/004/HN
